country	review_text	taste	varieta
china	Frequently buy this red devil red wine High cost performance, brand is good Delivery packaging careful Never seen leakage damage		cabernet sauvignon sauvignon port cabernet
china	With ripe cherry, black currant and black plum flavor, with micro vanilla and grilled oak.	cherry plum vanillaflavor ripe vanilla	cabernet sauvignon sauvignon port cabernet
china	OK, I like it, someone prefers Europe, but this wine is also good.		cabernet sauvignon sauvignon port cabernet
china	Not sour or astringent, taste neutral, suitable for table wine use, and no smoky, very good like		cabernet sauvignon sauvignon port cabernet
china	Mello's wine should be more sweet than Cabernet Sauvignon, but this bottle of wine is still dry, not good		cabernet sauvignon sauvignon port cabernet
china	Packaging, very good, comprehensive protection of goods, general taste, not cork, major festivals do not use		cabernet sauvignon sauvignon port cabernet
china	The taste is sour, the tannins are soft, the metal lid is tight and the price is good.		cabernet sauvignon sauvignon port cabernet
china	After buying so many good reviews, the taste is poor, the taste is poor, and the overall is really poor. Feeling like fake wine, I have always believed in Amazon, but this shopping experience is really disappointing.		cabernet sauvignon sauvignon port cabernet
china	unhappy. 17 years canned, the picture shows 14 years		cabernet sauvignon sauvignon port cabernet
china	The whole is good, the tannins are heavy, the acid is not enough, and it is slightly astringent.		cabernet sauvignon sauvignon port cabernet
china	It was bought many times, and the Red Devil used it as its own drink, which was cheap and good.		cabernet sauvignon sauvignon port cabernet
china	I don't know why. I feel pain when I drink a drink, but I believe in Amazon. I think it won't be fake. Do not understand		cabernet sauvignon sauvignon port cabernet
china	The first time I drink the red devil, I don't know if it's a problem with the wine or the wine I've bought. The entrance is obviously sour and there is a strange smell. It's a bit like the taste of some medicine I've eaten before. It's still sobering. I was accompanied by braised meat and steamed fish. I was sad to get into my stomach and I really wanted to go to the bathroom. After dizzy, I really couldn't dare to drink anymore. Whether it was a wine problem or a problem wine, in short I gave up the red devil.		cabernet sauvignon sauvignon port cabernet
china	Today, we tasted it to evaluate it, and it was determined to be authentic.		cabernet sauvignon sauvignon port cabernet
china	Is it not 2012? The question is 13 Why not talk about it in advance?		cabernet sauvignon sauvignon port cabernet
china	It's easier to use, genuine, and basically satisfactory.		cabernet sauvignon sauvignon port cabernet
china	The taste really does not work. Do not know whether to give praise is a buyer or a buyer.		cabernet sauvignon sauvignon port cabernet
china	The packaging is too simple. Fortunately, the bottle is not broken. It hasn't been drunk. It should be good.		cabernet sauvignon sauvignon port cabernet
china	Beautifully packaged, fast distribution, red wine taste very good, spike buy very good		cabernet sauvignon sauvignon port cabernet
china	And a taste of homemade 20-bottle wine does not lie to you		cabernet sauvignon sauvignon port cabernet
china	Feeling deeply cheated, the way to bottle is actually screwed. Where is the oak stopper for red wine? The year of the red wine covered by the wine will definitely not be long, too disappointing		cabernet sauvignon sauvignon port cabernet
china	No problem with the product! Packing is very good, logistics is fast!		cabernet sauvignon sauvignon port cabernet
china	This wine is not bad! The entrance is rich, heavy fruit aroma		cabernet sauvignon sauvignon port cabernet
china	Less than one hundred yuan compared to the value, but the heavier taste of sulfur.		cabernet sauvignon sauvignon port cabernet
china	Delivery is fast, single 11 under double, although there is no other offer, but the price itself is not expensive, the taste of wine is good, and the price is very high.		cabernet sauvignon sauvignon port cabernet
china	The wine is good and will be bought again. Is genuine		cabernet sauvignon sauvignon port cabernet
china	Drink your favorite taste, not sour, not sweet. Rich and mellow, first-class bar		cabernet sauvignon sauvignon port cabernet
china	The wine is too strong and red, and it is free from the wine itself. The feeling is that the wine is blended. . . . Disappointed		cabernet sauvignon sauvignon port cabernet
china	A well-witted wine that has always been served with a meal, suitable for a variety of red meats		cabernet sauvignon sauvignon port cabernet
china	Too disappointed with Amazon, it's not open yet! Stalls are better than it!		cabernet sauvignon sauvignon port cabernet
china	He was disappointed with his life, his body was light, his throat sore, and he couldn't swallow completely. He doubted that the color was changed.		cabernet sauvignon sauvignon port cabernet
china	The first time I drank the red devil, I was not disappointed.		cabernet sauvignon sauvignon port cabernet
china	When the order was placed, there was no timely delivery of the system problem. After Amazon's complaint was handled well, Amazon's customer service and customer experience was good. It arrived at the scheduled time and looked good. Liked it, the taste is not yet open, but the friend recommended the red devil. I hope that I can send one wine to my friends every year.		cabernet sauvignon sauvignon port cabernet
china	Two bottles were bought and two bottles were sent in a few days. I retired. Later I bought two bottles of French wine. The ridiculous thing is that two bottles of wine originally bought in Venezuela were sent today. Look at the courier so fortunate delivery of high temperature, I received the goods. I hope that this kind of situation will not happen again!		cabernet sauvignon sauvignon port cabernet
china	The entrance is soft, the aftertaste is dull, and the spike is more than 300. Yes, I want Tucao's entry into the new world. I don't like to use oak stoppers. I just unscrew it like a lid of a second pot, so it's not easy to store.		cabernet sauvignon sauvignon port cabernet
china	Pretty good one! Sheila's wine, taste focus, personal favorite.		cabernet sauvignon sauvignon port cabernet
china	The entrance is soft, walled, and it is produced by a famous Chilean winery. Look forward to buying at a discounted price.		cabernet sauvignon sauvignon port cabernet
china	Maybe I'm older or this Pinot Noir didn't give me a deep impression. . The commentary that separates for a while and wants to write this wine can't remember the flavor. . Only talk about Pinot Noir. . I like this kind of savage who is just starting to drink wine, do not get used to dry red and dry white, but fortunately older people know how to drink, he let me start with the meal or after dinner to drink half sweet or half dry The type of wine, I feel that I can accept the flavor of the wine, and when I try to dry red, the first dry red I drink is Pinot Noir (there is no brand introduced here). It has: light body, easy entrance, aroma Delicate and other characteristics, there is a lady wine called wine, more suitable for the first taste of dry red or a woman to taste, I personally now prefer tannin strongly some of the Cabernet Sauvignon, salad and the like.		cabernet sauvignon sauvignon port cabernet
china	The advertisement is written on the basis of 12 years of picking, and it is really 14 years old to get the goods. This is a fraudulent consumer. No matter how good or bad the wine is, it should not be like this.		cabernet sauvignon sauvignon port cabernet
china	Do not understand wine, the above is Chinese, bad evaluation,		cabernet sauvignon sauvignon port cabernet
china	The taste of the New World wine is actually very good, and the wine delivered is too deep.		cabernet sauvignon sauvignon port cabernet
china	1 I dipped the red wine on the paper towel, and there was a very clear water mark outside. 2 taste has a relatively large chemical sense. 3 I prepared these three wines only for decoration and no longer drink.		cabernet sauvignon sauvignon port cabernet
china	It tastes good, but it tastes better after sobering		cabernet sauvignon sauvignon port cabernet
china	One of the best devils to drink. The most cost-effective within hundred dollars.		cabernet sauvignon sauvignon port cabernet
china	No wall, very astringent, much worse than in the supermarket		cabernet sauvignon sauvignon port cabernet
china	There is not much wine to drink, but the bottle tastes normal, not worth, and the cap design is easy to spill the wine		cabernet sauvignon sauvignon port cabernet
china	Received 13 years of wine, metal lid. Open bottle wine has a larger flavor of white wine. It takes more than 40 minutes to sober up. Open bottle 3 more and more alcohol in three days.		cabernet sauvignon sauvignon port cabernet
china	Drink a few times to feel this wine is relatively light, there is no wine in the Great Wall dry red. When I last bought it, I attached a note saying that I would buy it again, that is, I would send another bottle of wine. I screenshot sent a micro letter to them, and now there is no news for more than ten days. It's a way to lie and buy. Cheated		port
china	Can I say that I bought it this time for the third time? The taste is really good, the entrance is slightly astringent, but it is not sour, and it is very suitable when drinking or eating during leisure time. It will continue to be purchased. It is quite rare to touch a good wine, and it is best to send a bottle stopper. It is more convenient		port
china	The fruit is rich, the tannins are pure and the wine bottles are heavy. Message by: Qian Nai is a sweet, sweet wine.		port
china	The baby received, the quality is particularly good, no damage, especially good taste, like a		port
china	Since the first online shopping in life to buy the first book in Amazon, I haven't felt that Amazon has been with me for ten years and two years. No matter if it is my favorite books or all kinds of daily necessities, it will be found on Amazon. Purchase all kinds of crazy purchases abroad, Amazon never let me down, regardless of quality, logistics, or after-sales and customer service, spike all e-commerce (declared that really is not a child care, just an ordinary consumer), this year back home for the New Year, to the old My grandmother bought a lot of drink supplements from Amazon, direct mail home, because Amazon does not have their own express delivery in the Amazon, the agent's courier company when the two parcels seriously damaged, originally thought it would be very troublesome, but the customer service to handle the old man Girl's heart is almost old and tears fall, the New Year's people's hearts are very warm, Ren Jianghu electricity supplier all over the four, alone can not be honest with it! 2018 Forever Be Always Amazon!		cabernet sauvignon sauvignon cabernet
china	The price is really high, the scent is outstanding, there are changes in the level, this price is really very good value to buy this wine.		cabernet sauvignon sauvignon cabernet
china	16 years of bottled red wine, better bottle hanging effect, rich fruit aroma, soft tannins, moisturized entrance, personal feeling good		cabernet sauvignon sauvignon cabernet
china	There is a clear fruity scent that is full and full.		cabernet sauvignon sauvignon cabernet
china	I once drank this wine with my friends at the winery and I thought it was good to get together and drink. Amazon's price is still relatively strong.		cabernet sauvignon sauvignon cabernet
china	The color of the girl's heart is not very sweet. The alcohol is a bit high.		port
china	It's good to have a sweet dessert after dinner or as a pre-dinner drink.		port
china	It feels a bit sour, but it is true. For me, this is not not a regular drinker, just drinking well.		port
china	This is a good drink. I can't stop talking. I'm drinking all afternoon and I'm pretty.		port
china	Engage in activities to buy, taste sweet, more suitable for women to drink.		port
china	Just love freschello's semi-sweet type, it's good to drink and it's cheap		port
china	I haven’t been drinking for a long time. I’m not the person who will taste wine. The last time my friend had dinner and had a drink, it didn’t feel any different from other wines.		port
china	The taste of the drink is a bit more beer, sour and sour. . . Maybe I didn't drink this before I was too arrogant, and I thought it might be better to add some Sprite horses. . .		port
china	Blending wine, the taste is very general, not recommended. Amazon still concentrates on selling books.		port
china	Reminiscent of the taste of childhood... orange juice		port
china	In JD.com and Amazon.com each bought a bottle of cloth, the Senn sweet red wine, the price is the same 126, but the appearance is slightly different. Both bottles are non-third-party suppliers of proprietary products. The most obvious difference is the 3 at the end of AG043 on the bottle, and the fonts are inconsistent. Also includes label printing, fineness is different. I do not express my opinions. Let us compare them.		moscato
china	This wine I have been drinking, taste sweeter. Also often bought for friends, we all like it. But why, how much is the price up? Other online shopping platform prices have not risen. Check it out, this is the business of Vidalis. This is not the brand of Amazon? How can you buy something on Amazon compared to other homes? Can we believe in Amazon later?		moscato
china	In fact, the label of the real thing is very nice, a chair made of grapevines. . Problem		moscato
china	Good value for money, simple taste, suitable for just drinking women		moscato
china	Cheap, very suitable for small partners, like it very much		moscato
china	The whole family drank and felt very sweet, but they did not drink much 6.5-degree wine and felt intoxicating.		moscato
china	Bubble sweet wine, quite my appetite, when the drink drink, anyway, low alcohol, will not be drunk		moscato
china	In fact, there is no taste of wine, it's sweet, it's like fruit juice, but it's really good. It's worth it for sake.		moscato
china	Too sweet, not really sweet red grapes, obviously blending, not like		moscato
china	The year is this year, a bit new and the price is cheaper than Dog East		moscato
china	The bottle caps have been leaked out. This is not the first time. The honey that was sent earlier has leaked. The customer complaints have not been dismissed. They are disappointed... They no longer dare to buy liquids in Amazon.	honeyplain	moscato
china	Buying a bottle of Brown in the supermarket, I feel like I'm scanning the code to find that Amazon is much cheaper, so come back to it again. However, I still feel a bit tired of drinking sweet drink for a week.		moscato
china	Before I drank, I felt quite refreshing. This time I bought it again. I thought it was too sweet (Of course it was originally called sweet white wine). The alcohol content was not high. It was more like drinking aerated grape juice. When the drink is good.		moscato
china	If you drink too much, it will feel a bit sweet. The layman, especially the lady, should like this wine very much. The packaging is very good ~ thanks to Amazon, this time it was bought.		moscato
china	It doesn't seem so sweet. I bought it a long time ago. Now I forget the taste.		moscato
china	I went to, and I didn't see it as sweet wine. I'm dying, but! My wife likes to drink and she gives her a drink. .		moscato
china	Previously bought several times at JD, the surface of the bottle was very smooth with a 3x magnifier and the die interface was smaller. This time, the wine bottle purchased here is rough, the bottle body is pitted, the mold interface is large and not smooth, and it can be judged by the naked eye that the bottle is authentic Chinese goods. The reason is that the European industry has a solid foundation and the processed bottle molds are excellent in workmanship. The blown-out bottle technology is generally much better than authentic Chinese goods, and the finish is generally several degrees higher. Therefore, my purchase of the nominal (Australia) wine will not be purchased once for the second time. I also hope that netizens will polish their eyes and purchase carefully.		moscato
china	Fruit-flavored, low-alcohol quality white wine, I like it very much. With a taste in Melbourne!		moscato
china	Isn't the genuine product not sure, the entrance feels good, and it's okay to drink it every day.		moscato
china	The Australian price of this brand in the Mainland is not so outrageous, taste is worth the price		moscato
china	Green Moscato is more delicious This will not buy again		moscato
china	Sweet wine, suitable for girls, but it's a bit too sweet...		moscato
china	Produced in 2013, the color is not the same as before and the taste is the same		moscato
china	I don’t like to drink alcohol. This wine has a low degree, sweet taste, and it suits my taste.		moscato
china	Like drinking in Australia, it is sweet ~ suitable for girls to drink.		moscato
china	In a shopping mall, the concentration of only 5%, can drink as a drink. See the following people say that 249 this price is appropriate, can not help but write a review, the mall only sells 158, actually in this comment 249 good? Are you a business to blow water? It's a bit ethical or not.		moscato
china	Mom and Dad like it very much. They are not used to ordinary wine and they are quite satisfied with this. The price is also much cheaper than the winery.		moscato
china	This red wine tastes a bit astringent, not very like!		moscato
china	Two bottles were bought, the second bottle was half price, fruity enough, very tasty. How can there be no such domestic wine?		moscato
china	Belongs to the entry level, but it feels good, and doesn't understand		moscato
china	A bit too sweet, suitable for women who do not love to drink!		moscato
china	God, this is probably the worst product I can buy on Amazon! God knows how long it took me to get a cork. This cork made me doubt the quality of the wine. The bottle opener can't work without a screwdriver. I used a fine knife to open it slowly!		rosé port
china	For the first time, it's quite dry, this price is very good to buy, but there is some meaning of filling, how many wines are not filled, not to mention so cheap, but this price, this taste is very good The girls drink better.		rosé port
china	The bottle packaging is very nice, the colors look good, give it away, do not know what smell?		rosé port
china	The wine tastes good and unexpectedly good. Some astringent		rosé port
china	Express can also, plastic packaging is very good. However, the taste of the wine is very light, with a little sweetness, and you may still not be used to this taste.		rosé port
china	The fruit is clear and rich, wake up after 30 minutes, really good		rosé port
china	To be honest, I think it's good to buy this wine, but it's really good to drink, it's a bit like beer.		rosé port
china	Open the bottle today, haven't drunk such hard wine, failed to buy!		rosé port
china	The wine has been received yet, but it should be good to believe in the Amazon		rosé port
china	Not bad, very suitable for women's wine, the color is very good-looking		rosé port
china	Good color, light taste, in line with my expectations		rosé port
china	Prepare for Spring Festival drink, but did not drink. The color looks good, suitable for any dish		rosé port
china	It's not so delicious. Everyone's taste is not the same.		rosé port
china	The taste is a little light, but I still like it very much		rosé port
china	This taste is very good, family members say it tastes good		rosé port
china	Not bad there is a sense of aftertaste! Will come again next time!		rosé port
china	Something was sent to someone else. I didn't see it. I didn't know it!		port
china	Yes, the taste is very good. On the evening of arrival, 2 bottles will be dried.		port
china	Drink for the first time, the taste is very good, the color is also very good-looking.		port
china	The taste is good. There are many kinds of tastes in the careful products. I was surprised at the entrance.		port
china	For those who like their wine on the sweet side, this is an excellent purchase. Chinese made alcoholic beverages are delicious and high quality, but I find for something sweeter European wine is better.		port
china	The taste is more mellow, the aftertaste is endless, it is very good		port
china	Although the price is very affordable, but the taste is very general, bitter taste is greater than the sweetness of the wine itself, the bitterness and astringency after the ice did not reduce a lot, this poor taste coupled with the color of the wine, but also afraid of the one bought six Bottle, good regret		port
china	It tastes good. Better than expected, the taste is really good,		port
china	Inspired by classical wine labels and amber colours, the fruit has a unique aroma. The tannins are not heavy, slightly sour, and tastes soft.		port tai
china	Last night at 9 o'clock in the Amazon online wine, returning from playing this morning has quietly waited for the door. It's much more efficient than going to a supermarket next door. This logistics speed is amazing! [Strong] Open a beautiful peach carton. My wine is wrapped in Amazon's patented pillars of red wine, like a baby who has been carefully cared for, and then covered with a soft cushion bag, so that the safe and secure packaging design meets people. Love. [Color] [color] compared to those ash, dirty, poor quality plastic film, dropped all over the ground also with electrostatic sweeping clean foam particles, Amazon's receiving experience I do not know how many times it! [Strong] I am the most annoying to tear down those terrible packaging [weak]. The label behind the wine also has a description of Amazon’s direct adoption at the Australian winery. The fidelity of the product is very important. Drink a fake drink and die! The price is not expensive, after the spike of more than 100 discount prices more than 100 [laughing] pleasure of e-commerce shopping is back! [jumping] [kissing]	peachplastic soft lean round clean strong	port
china	The same price sparkling wine is hard to drink. Never buy it this time.		port
china	The quality is general, the taste is not full, but the cherry flavor is very strong and the wine is small.	cherryflavor strong	port
china	It's hard to drink. The first ingredient in the ingredient list is sorbic acid. You say that the taste of all the sour water is not as good as the carbonated soda.		port
china	I used to buy wine before. . This ice flirting reputation is still good. . However, it hasn't been bought since the rise. . This time in Amazon saw the previous price. . Resolutely shot. . . It is still not drinking. . Do not know true and false. . . . The price is right. . . .		port
china	Fake, drink authentic, this taste is completely different, it is difficult to drink		port
china	More precipitation, ah, taste sour, smell a bit strange, all the way to go before the bottle opened, and then forgot, and the result sprayed. . . Everyone carefully before opening the bottle. . .		port
china	So far, the favorite sparkling wine is very suitable for partying and drinking, the feeling of wine is not heavy, but it is also the top of the oh ~~		port
china	Bought, drank, and did not understand, the whole was good.		port
china	The taste is great for family members. Drink too much, there is stamina.		port
china	The first time I drink sparkling wine, the taste is sweet, I feel like a soda, after which there will be a faint taste of wine, the stamina is relatively heavy		port
china	The whole thing is the lowest, and Amazon owns it with confidence. The packaging is very safe, but the bottle has scratches, and there is no packaging bag to send people.		port
china	It smells aromatic, especially the smell of strawberries is obvious. The entrance was sour, and the awakening of astringency was greatly improved in twenty minutes, but sourness was still sour after one night. After the lower abdomen, there was a slight bitter taste in the mouth, and the longer the release, the more obvious.		port
china	Buy when the spike, taste good, easy to talk about.		port
china	Drink it two days later, this is a glass bottle, but the packaging really does a good job, shock-absorbing plastic film, air plastic bag, make people feel relieved.		port
china	Packing is very good Color looks good for female friends gathering		port
china	After standing for a long time, the husband was still like the high coffee at the F1 celebration party.........it was sprayed wet...		port
china	The bottle looks good, but the taste is really average.		port
china	The taste is as good as ever. Icy and loyal consumers.		port
china	It is recommended to drink once after opening and the taste will be changed after storage.		port
china	When I drink with my family during the holiday season, I always say that the old ones drink well, like more than 100 yuan of wine.		port
china	It's almost like a soda, not to mention any taste and taste, but the packaging is good		port
china	In sparkling wine, I feel very strong. The packaging is very good and it is a good wine with good price/performance ratio. I am a spike.		port
china	There is no drink at the moment. Look at the packaging. Wait until after drinking to evaluate.		port
china	Sparkling wine is completely different from dry red, but individuals still don't like something a bit harsh. However, the wine itself is still good and the packaging is solid.		port
china	I do not know if it is true or false ~ and the bottle has scratches! Labeling is vague! Product packaging simple!		port
china	The price of the event is really good, and the taste of ice can still be obtained		port
china	The packaging is strong and crashworthy to one star, and the courier service is good to one star (the speed is still lost to JD), ¥69 price concessions to one star! The wine is produced in January 2013. The color is no longer young. Although there is no labeling for Beijing sugar, it is indeed true wine from the color point of view! After opening the wine has deteriorated! The cork is not moist enough and it should be stored in a standing position. Over time, oxidation has affected the aroma of the wine! In fact, Jeskas and Jung Fu are my favorite two South Australian brands! (Ben Fugui not cost-effective) usually this wine to hundred dollars, this special offer I actually hesitated when ordering, or buy it! The next time it won't be cheap, the wine is best to be sold within a year after the new wine is awake. I don't know much about wine. It's purely personal and for reference only!		
china	Previously prepared to buy in the other site but felt that the store was extremely flicker discount activities in the waiting for business information in the 3 days I canceled so choose this feeling should be okay delivery soon to the family to buy is not my receipt It's not me, so it's only so rated		
china	It is assured that Amazon's packaging, wrapped in vacuum packaging, does not have to worry about the problem of transportation damage. If you have a bag, it's better		
china	Very well-known red wine, the price is relatively high.		
china	When I bought it, I didn't report that much expectation, so after I received it, I tried it better than the Great Wall.		
china	The online description was in 2008 and the delivery came in 2009. I've been buying things on Amazon before and I'm now skeptical about Amazon’s credibility!		
china	The first time I drank Australian wine, I couldn’t talk about where it was good or not.		
china	Did not expect shipping speed is very fast! Ok! ! ! The quality of this wine is very worthy of this price. Will continue to buy drops.		
china	Amazon's delivery speed and packaging are absolutely reassuring. The wine did not drink, I do not know how.		
china	Drinking Australian wine for the first time, it feels good		
china	100 or so wines are the best, but remember to put them in the shade		
china	As a person who drank more than three years of red wine, Jacques Amazon's direct value (because of discount). New World Wine, Australia is a big one, and Wolf Blass, Jacob's Creek, personal feeling, is its representative. Jakars is a member of Pernod Ricard, and Pernod’s name is more famous. Jeskas is trustworthy.		
china	I have always been pleased with Australian wines, but this is one of the best priced red wines in China. Try it and you will not regret it :)		
china	It feels good to drink and I haven't had a good drink, but this is one of the favorite ones.		
china	A worthy wine. Personally feel that this wine is just like the interpretation of the wine label to give people a sincere and concise sense. There will be no exaggerated seduce and there will not be too many surprises. Accurate but not mediocre. When you open the bottle, you may feel a bit tight and when you wake up in the cup, you can smell the rich black fruit with a bitter black pepper and smoky flavor. After drinking for a while, I felt slightly pungent, but I didn't know if it was a wooden bucket.		
china	Since the discovery of the affordable and soft Kangaroo Mountain Shiraz, this has passed.		
china	I did not drink this wine before, I feel bad taste, not easy to enter the throat. I still have a headache the next day after drinking.		
china	Did not drink this wine before, I feel bad taste, not easy to enter the throat. I think it may be fake wine		
china	When I was ready to drink, tear the tin foil and found the bottle's mouth broken. I also cut my hand.		
china	The taste is very poor, worse than the products in the mainland, and Amazon lost 10 years in a special case, and made a bad brand.		
china	The taste of wine is not as good as that of Wal-Mart.		
china	Good taste! The next time it is Changyu! Drinking is not the same.		
china	In fact, foreign wine producers, especially international giants such as Jeskas, decided to use cork or screw caps according to the habits of local consumers in exporting countries. In our country, this wine uses cork, because the domestic people still prefer a little more cork. You can compare it with other e-commerce sites. If you buy a screw-capped Jakas, it must not be genuine.		
china	It took me some time to buy, and my whim opened in the evening and I woke up for a few minutes to drink. The color of the wine is dim, and the wall is almost empty. The fruit is rich and mellow. When you just drink it, the taste is a bit stiff. It will slowly open. This is a good wine. Wine research is less, just a feeling. Thank you!		
china	It is much richer than expected, and taste is nothing special.		
china	The body is not thin. The taste is not coarse. The acidity is low. The tannin is moderate. It is suitable for the contact with the greasy table. It is also worthwhile to do evening tasting. It is more appropriate to compare with the present fold. To send the Helan Mountain is too disappointing.		
china	Read reviews, combined with the last thing to buy milk, very worried, canceled the order		
china	When buying during the promotion, I feel that the price is right, the taste is normal, the bottle mouth is plastic, the appearance of a very low-grade,		
china	As a loyal customer to Amazon, I have always been a good believer of products labeled “Amazon Direct” and “Authentic Guaranteed”. This wine made me very disappointed! I lived in Australia for 12 years and I know more about the local wine. There are several reasons why this wine I believe to be fake: 1. Australia's mid-to-low wine does not need to be corked many years ago. This type of wine is generally not a collection. It is bought and sold. Therefore, in order to save costs, the merchant uses a metal lid. The bottle of wine that I received was a cork. 2. The authentic wine is dark red in color, not a bright red. Shake the glass, there should be a small amount of wine left on the cup wall. However, this wine is not like water. The wine smells like no fragrance. 3. The most important thing is that it tastes wrong. Authentic wine should be thick, with rich flavors and layers. This wine tastes astringent, light and flat, and it feels like blending juice. Anyway, the taste is certainly not authentic. I hope everyone will not buy this wine, be careful!		
china	Jekars melot should be selected by the winemaker, this level of taste is generally		
china	I saw a report introducing Jacob's Creek, a famous Australian wine. I know that it is a well-known Australian brand.		
china	Drink this several times, I feel pretty good, tannins are less sour, and individuals like it better.		
china	Do not evaluate the pros and cons. Just see the 2nd bottle at half price. And re-confirmed before ordering, the list of instructions for my order is 2008. Delivery to me is 2011 vintage. Although the price of the two vintages is the same, we cannot treat it like this! ! !		
china	In Amazon, I don't know how long it took to buy too much. Why is this the worst? Because I had a bad loss! Even though the package looks normal, the bottle also has a plastic air septum wrapped around it, but after opening it looks a little wine stain on the bottom of the bottle, leaving a bit on the finger, because it did not expect other problems, thought it was glued on the outside of the bottle of. Then because of the night's intentions to drink, open it with a bottle opener on the wonderful, and the wine began to drop to the ground, only to see it, the bottle body has been a lot of cracks, but actually did not open the bottle is not found! I go, only took out two cups and filled them directly. The key is, how can I get it for you? And can not sell ah! ! Hey~~		
china	The taste of wine is good, although it feels that the delivery is not very strong, but the taste of wine is good		
china	I recently tasted it and I felt it was normal. The taste of alcohol was heavier and I doubted whether it was blended.		rosé
china	It's a lot like the wines of other people's own homes. It has a faint scent and it feels great. The wife likes it and buys the second box.		rosé
china	The product is very good, this is the most important, at the same time, the logistics and service are also first-rate level, therefore, it is very good. Thank you!		rosé
china	High cost performance, good taste, suitable for female friends		rosé
china	The reason for the purchase is because you see that the level is AOC and the year is 2012. Packaging is still the original French box. The price is also ok, frozen for 3 hours before drinking. The taste and flavor are ok and worth the price. Buy it later!		rosé
china	This pink wine has a softer and fuller fruit aroma than the bright red or white wine. The taste is soft and palatable. There is less tannins, less astringency, no stimulation, no water, and the price is not extravagant!		rosé
china	Before I drank wine, but this taste is the first time I drink, imported brands, taste good, it is recommended ~		rosé
china	Very good wine, very good, very like, worthy of collection, highly recommended! ! !		rosé
china	Taste in the mouth, aftertaste in my heart. The refreshing feeling can not be expressed in words.		rosé
china	Drink a lot of brands of wine, I feel this brand of wine is very good, pure taste. recommend.		rosé
china	Originally wanted to try, after the results of drinking it feels really good taste and taste, very satisfied ~		rosé
china	The appearance of color is elegant and romantic, and the appearance is very good. The taste is sweet and slightly sweet. What I used to drink was domestic dry red. I did not expect to have the privilege to taste the French flavor.		rosé
china	The wines in the region of Anjou are so sweet that they do not have a good taste. Not bad.		rosé
china	The gospel of the appearance association, a bottle that looks good, the mood is good immediately, the taste is also beautiful ~ like		rosé
china	The taste is very good, the taste is soft, the family likes to drink, a very cost-effective wine.		rosé
china	See the original packaging in France, buy it and try it, packing it well. The taste and scent are good.		rosé
china	Refreshing, authentic selection. It is indeed true, from the origin.		rosé
china	The little sisters appointed to this party, no disappointment, good taste, really like it.		rosé
china	The wine is fine, the taste is OK, and the wine is not accustomed to wine. This taste is light and can be accepted		rosé
china	The packaging is very delicate, giving very good, very faceful		rosé
china	Spike to buy, can not find too many useful presentations, see the way is OK, buy a try. After coming over, there was a milky stain on the outside of the bottle cap. Should not affect the taste and the like. The interior of the bottle is slightly precipitated. It is unclear whether the bottle cap falls or something else. I haven’t tasted hope yet.		rosé
china	High-grade packaging, cost-effective. The wine is full of fragrant, full-bodied, mellow and comfortable taste. It is a favorite flavor.		rosé
china	Look at the colors and I really like it. The first time I drank this kind of wine, it's good		rosé
china	In the French region of Anjou, this region produces semi-sweet rosé wine, which is sweet and delicious. Relatively dry red individuals still prefer pink		rosé
china	The color is very temptation! The bottle is very particular about workmanship. The taste is sweeter. The entrance is slightly blurred. Comparing authentic French taste! And the price is moving. It is worth starting		rosé
china	Below the international average price, the taste is not bad. What are the requirements?		rosé
china	The packaging is very good Whether it's looking at yourself or giving it away, the wine is genuine. No problem. The taste is very good.		rosé
china	First of all, the appearance is very beautiful, after opening the tasting, the taste is not bad, give enough for personal use or enough taste.		rosé
china	The packaging is particularly fine, the taste is also very good, is genuine, quality is guaranteed, it is worth a try		rosé
china	I don't know how to drink wine, but it tastes good. It's an aperitif.		rosé
china	Good drink, very satisfied, next time you want to drink,		rosé
china	The package is perfect and arrives smoothly. Not yet tasted. The labelling was very shameful and I dared not try again.		rosé
china	This French rosé is full-bodied and is better than other brands, so choose it later.		rosé
china	The color is very light, but the taste is very good, buy for the family		rosé
china	The bottle is beautiful, the color is bright, the taste is very pure, a little product every day, I feel very good, it is worth buying		rosé
china	Drink a few times, I feel good taste, good taste, rich flavor but also very fragrant		rosé
china	Like to drink red wine, actually feel that drinking red wine is also a kind of enjoyment of life		rosé
china	Very good, not willing to drink, send friends. Buy it after the New Year.		rosé
china	2 things are not out, personal like semi-sweet type, rose stone peach a little bit strong, good to pick nothing wrong, packaging bubble bags on the professional.	rose peachthin sweet rose strong	port
china	The taste is OK. The price is good ~~ The price is almost like that. Don't ask for too much.		port
china	The most difficult to drink, the ingredients are very strange ...		
china	When buying at a discount, I don’t know if it’s personal taste or not. I feel sour and astringent, but I can’t expect it to have a perfect taste.		
china	Being attracted by the product's design, it has a light taste, good acidity, a bit of bitter aftertaste, and a very personal wine.		
china	You see, it's a small bottle, it tastes really good		
china	Wrapped in plastic sheeting, it is dirty. Do not know true and false		
china	This wine is good. It should be a good brand of homemade liquor. After all, it is the wine industry under CITIC Group.		
china	Very good, delivery is faster, very satisfied with all aspects		tai
